case_id,set_name,oracle_split,target_rgroup,predicted_dominant_valid_rgroup,predicted_equals_oracle,target_in_top3_valid_rgroups,target_score_ratio_valid,dominant_ratio_valid_rgroups,not_independent_locator_benchmark,not_construction_consistency_denominator
case_000520,S0_all_valid_injection_attempts,near_miss_contact,R4,,False,False,0.0,0.0,True,True
case_000523,S0_all_valid_injection_attempts,near_miss_contact,R8,,False,False,0.0,0.0,True,True
case_000524,S0_all_valid_injection_attempts,near_miss_contact,R8,,False,False,0.0,0.0,True,True
case_000525,S0_all_valid_injection_attempts,near_miss_contact,R8,,False,False,0.0,0.0,True,True
case_000526,S0_all_valid_injection_attempts,near_miss_contact,R8,,False,False,0.0,0.0,True,True
case_000528,S0_all_valid_injection_attempts,near_miss_contact,R8,,False,False,0.0,0.0,True,True
case_000533,S0_all_valid_injection_attempts,near_miss_contact,R8,,False,False,0.0,0.0,True,True
case_000534,S0_all_valid_injection_attempts,near_miss_contact,R8,,False,False,0.0,0.0,True,True
case_000537,S0_all_valid_injection_attempts,near_miss_contact,R8,,False,False,0.0,0.0,True,True
case_000538,S0_all_valid_injection_attempts,near_miss_contact,R8,,False,False,0.0,0.0,True,True
case_000540,S0_all_valid_injection_attempts,near_miss_contact,R8,,False,False,0.0,0.0,True,True
case_000541,S0_all_valid_injection_attempts,near_miss_contact,R4,,False,False,0.0,0.0,True,True
case_000542,S0_all_valid_injection_attempts,near_miss_contact,R4,,False,False,0.0,0.0,True,True
case_000543,S0_all_valid_injection_attempts,near_miss_contact,R4,,False,False,0.0,0.0,True,True
case_000544,S0_all_valid_injection_attempts,near_miss_contact,R4,,False,False,0.0,0.0,True,True
case_000545,S0_all_valid_injection_attempts,supported_single_rgroup,R4,R4,True,True,1.0,1.0,True,True
case_000546,S0_all_valid_injection_attempts,near_miss_contact,R4,,False,False,0.0,0.0,True,True
case_000552,S0_all_valid_injection_attempts,supported_single_rgroup,R4,R4,True,True,1.0,1.0,True,True
case_000553,S0_all_valid_injection_attempts,near_miss_contact,R4,R4,True,True,1.0,1.0,True,True
case_000555,S0_all_valid_injection_attempts,near_miss_contact,R4,,False,False,0.0,0.0,True,True
case_000556,S0_all_valid_injection_attempts,near_miss_contact,R4,,False,False,0.0,0.0,True,True
case_000559,S0_all_valid_injection_attempts,near_miss_contact,R8,,False,False,0.0,0.0,True,True
case_000560,S0_all_valid_injection_attempts,near_miss_contact,R8,,False,False,0.0,0.0,True,True
case_000561,S0_all_valid_injection_attempts,near_miss_contact,R8,,False,False,0.0,0.0,True,True
case_000562,S0_all_valid_injection_attempts,near_miss_contact,R8,,False,False,0.0,0.0,True,True
case_000564,S0_all_valid_injection_attempts,near_miss_contact,R8,,False,False,0.0,0.0,True,True
case_000569,S0_all_valid_injection_attempts,near_miss_contact,R8,,False,False,0.0,0.0,True,True
case_000571,S0_all_valid_injection_attempts,near_miss_contact,R8,,False,False,0.0,0.0,True,True
case_000573,S0_all_valid_injection_attempts,near_miss_contact,R8,,False,False,0.0,0.0,True,True
case_000574,S0_all_valid_injection_attempts,near_miss_contact,R8,,False,False,0.0,0.0,True,True
case_000576,S0_all_valid_injection_attempts,near_miss_contact,R8,,False,False,0.0,0.0,True,True
case_000577,S0_all_valid_injection_attempts,near_miss_contact,R1,R1,True,True,1.0,1.0,True,True
case_000578,S0_all_valid_injection_attempts,near_miss_contact,R1,,False,False,0.0,0.0,True,True
case_000579,S0_all_valid_injection_attempts,near_miss_contact,R1,,False,False,0.0,0.0,True,True
case_000580,S0_all_valid_injection_attempts,near_miss_contact,R1,R1,True,True,1.0,1.0,True,True
case_000581,S0_all_valid_injection_attempts,near_miss_contact,R1,,False,False,0.0,0.0,True,True
case_000582,S0_all_valid_injection_attempts,near_miss_contact,R1,,False,False,0.0,0.0,True,True
case_000588,S0_all_valid_injection_attempts,near_miss_contact,R1,R1,True,True,1.0,1.0,True,True
case_000589,S0_all_valid_injection_attempts,near_miss_contact,R1,R1,True,True,1.0,1.0,True,True
case_000591,S0_all_valid_injection_attempts,near_miss_contact,R1,,False,False,0.0,0.0,True,True
case_000594,S0_all_valid_injection_attempts,near_miss_contact,R1,,False,False,0.0,0.0,True,True
case_000595,S0_all_valid_injection_attempts,near_miss_contact,R2,R2,True,True,1.0,1.0,True,True
case_000596,S0_all_valid_injection_attempts,near_miss_contact,R2,,False,False,0.0,0.0,True,True
case_000597,S0_all_valid_injection_attempts,near_miss_contact,R2,R2,True,True,1.0,1.0,True,True
case_000598,S0_all_valid_injection_attempts,near_miss_contact,R2,,False,False,0.0,0.0,True,True
case_000599,S0_all_valid_injection_attempts,near_miss_contact,R2,R2,True,True,1.0,1.0,True,True
case_000600,S0_all_valid_injection_attempts,near_miss_contact,R2,,False,False,0.0,0.0,True,True
case_000608,S0_all_valid_injection_attempts,near_miss_contact,R2,R2,True,True,1.0,1.0,True,True
case_000609,S0_all_valid_injection_attempts,near_miss_contact,R2,R2,True,True,1.0,1.0,True,True
case_000610,S0_all_valid_injection_attempts,near_miss_contact,R2,,False,False,0.0,0.0,True,True
case_000611,S0_all_valid_injection_attempts,near_miss_contact,R2,,False,False,0.0,0.0,True,True
case_000612,S0_all_valid_injection_attempts,near_miss_contact,R2,,False,False,0.0,0.0,True,True
case_000613,S0_all_valid_injection_attempts,near_miss_contact,R3,R3,True,True,1.0,1.0,True,True
case_000614,S0_all_valid_injection_attempts,near_miss_contact,R3,,False,False,0.0,0.0,True,True
case_000615,S0_all_valid_injection_attempts,near_miss_contact,R3,R3,True,True,1.0,1.0,True,True
case_000616,S0_all_valid_injection_attempts,near_miss_contact,R3,,False,False,0.0,0.0,True,True
case_000617,S0_all_valid_injection_attempts,near_miss_contact,R3,,False,False,0.0,0.0,True,True
case_000618,S0_all_valid_injection_attempts,near_miss_contact,R3,,False,False,0.0,0.0,True,True
case_000625,S0_all_valid_injection_attempts,near_miss_contact,R3,R3,True,True,1.0,1.0,True,True
case_000626,S0_all_valid_injection_attempts,near_miss_contact,R3,R3,True,True,1.0,1.0,True,True
case_000629,S0_all_valid_injection_attempts,near_miss_contact,R3,,False,False,0.0,0.0,True,True
case_000630,S0_all_valid_injection_attempts,near_miss_contact,R3,,False,False,0.0,0.0,True,True
case_000631,S0_all_valid_injection_attempts,near_miss_contact,R1,R1,True,True,1.0,1.0,True,True
case_000632,S0_all_valid_injection_attempts,near_miss_contact,R1,R1,True,True,1.0,1.0,True,True
case_000633,S0_all_valid_injection_attempts,near_miss_contact,R1,,False,False,0.0,0.0,True,True
case_000634,S0_all_valid_injection_attempts,near_miss_contact,R1,R1,True,True,1.0,1.0,True,True
case_000635,S0_all_valid_injection_attempts,near_miss_contact,R1,R1,True,True,1.0,1.0,True,True
case_000636,S0_all_valid_injection_attempts,near_miss_contact,R1,,False,False,0.0,0.0,True,True
case_000641,S0_all_valid_injection_attempts,near_miss_contact,R1,R1,True,True,1.0,1.0,True,True
case_000642,S0_all_valid_injection_attempts,near_miss_contact,R1,R1,True,True,1.0,1.0,True,True
case_000645,S0_all_valid_injection_attempts,near_miss_contact,R1,R1,True,True,1.0,1.0,True,True
case_000646,S0_all_valid_injection_attempts,near_miss_contact,R1,R1,True,True,1.0,1.0,True,True
case_000649,S0_all_valid_injection_attempts,near_miss_contact,R2,R2,True,True,1.0,1.0,True,True
case_000650,S0_all_valid_injection_attempts,near_miss_contact,R2,R2,True,True,1.0,1.0,True,True
case_000651,S0_all_valid_injection_attempts,near_miss_contact,R2,R2,True,True,1.0,1.0,True,True
case_000652,S0_all_valid_injection_attempts,near_miss_contact,R2,R2,True,True,1.0,1.0,True,True
case_000653,S0_all_valid_injection_attempts,near_miss_contact,R2,R2,True,True,1.0,1.0,True,True
case_000654,S0_all_valid_injection_attempts,near_miss_contact,R2,,False,False,0.0,0.0,True,True
case_000659,S0_all_valid_injection_attempts,near_miss_contact,R2,R2,True,True,1.0,1.0,True,True
case_000660,S0_all_valid_injection_attempts,near_miss_contact,R2,R2,True,True,1.0,1.0,True,True
case_000661,S0_all_valid_injection_attempts,near_miss_contact,R2,R2,True,True,1.0,1.0,True,True
case_000665,S0_all_valid_injection_attempts,near_miss_contact,R2,R2,True,True,1.0,1.0,True,True
case_000666,S0_all_valid_injection_attempts,near_miss_contact,R2,R2,True,True,1.0,1.0,True,True
case_000667,S0_all_valid_injection_attempts,supported_single_rgroup,R3,R3,True,True,1.0,1.0,True,True
case_000668,S0_all_valid_injection_attempts,near_miss_contact,R3,R3,True,True,1.0,1.0,True,True
case_000669,S0_all_valid_injection_attempts,supported_single_rgroup,R3,R3,True,True,1.0,1.0,True,True
case_000670,S0_all_valid_injection_attempts,supported_single_rgroup,R3,R3,True,True,1.0,1.0,True,True
case_000671,S0_all_valid_injection_attempts,supported_single_rgroup,R3,R3,True,True,1.0,1.0,True,True
case_000672,S0_all_valid_injection_attempts,near_miss_contact,R3,,False,False,0.0,0.0,True,True
case_000680,S0_all_valid_injection_attempts,supported_single_rgroup,R3,R3,True,True,1.0,1.0,True,True
case_000681,S0_all_valid_injection_attempts,supported_single_rgroup,R3,R3,True,True,1.0,1.0,True,True
case_000682,S0_all_valid_injection_attempts,supported_single_rgroup,R3,R3,True,True,1.0,1.0,True,True
case_000683,S0_all_valid_injection_attempts,supported_single_rgroup,R3,R3,True,True,1.0,1.0,True,True
case_000684,S0_all_valid_injection_attempts,supported_single_rgroup,R3,R3,True,True,1.0,1.0,True,True
case_000685,S0_all_valid_injection_attempts,near_miss_contact,R1,R3,False,True,0.00016086306966634278,0.990440394905593,True,True
case_000686,S0_all_valid_injection_attempts,near_miss_contact,R1,R3,False,True,0.08273440457781324,0.9086430656760403,True,True
case_000687,S0_all_valid_injection_attempts,near_miss_contact,R1,R3,False,False,0.0,0.9905997458215166,True,True
case_000688,S0_all_valid_injection_attempts,near_miss_contact,R1,R3,False,True,0.0031856695373344195,0.9874440223875617,True,True
case_000689,S0_all_valid_injection_attempts,near_miss_contact,R1,R3,False,True,0.08584046423751616,0.9055662037666321,True,True
case_000690,S0_all_valid_injection_attempts,near_miss_contact,R1,R3,False,False,0.0,0.9905997458215166,True,True
case_000695,S0_all_valid_injection_attempts,near_miss_contact,R1,R3,False,True,0.07888823935522343,0.9124530759679251,True,True
case_000698,S0_all_valid_injection_attempts,near_miss_contact,R1,R3,False,True,0.06512513408729771,0.9260868045480473,True,True
case_000700,S0_all_valid_injection_attempts,near_miss_contact,R1,R3,False,True,0.0006650518666628845,0.9899409456114422,True,True
case_000701,S0_all_valid_injection_attempts,near_miss_contact,R1,R3,False,True,0.0005122653794617053,0.9900922958668286,True,True
case_000703,S0_all_valid_injection_attempts,supported_single_rgroup,R2,R2,True,True,0.7139707570255868,0.7139707570255868,True,True
case_000704,S0_all_valid_injection_attempts,near_miss_contact,R2,R3,False,True,0.05515087967836816,0.9448491203216318,True,True
case_000705,S0_all_valid_injection_attempts,supported_single_rgroup,R2,R2,True,True,0.740345872721887,0.740345872721887,True,True
case_000706,S0_all_valid_injection_attempts,near_miss_contact,R2,R3,False,True,0.057450418011294344,0.9425495819887056,True,True
case_000707,S0_all_valid_injection_attempts,supported_single_rgroup,R2,R2,True,True,0.7392036884410497,0.7392036884410497,True,True
case_000708,S0_all_valid_injection_attempts,near_miss_contact,R2,R3,False,True,0.009400254178483499,0.9905997458215166,True,True
case_000716,S0_all_valid_injection_attempts,supported_single_rgroup,R2,R2,True,True,0.7055888654998939,0.7055888654998939,True,True
case_000717,S0_all_valid_injection_attempts,ambiguous_region,R2,R2,True,True,0.6914101357494704,0.6914101357494704,True,True
case_000718,S0_all_valid_injection_attempts,ambiguous_region,R2,R2,True,True,0.6733816358152691,0.6733816358152691,True,True
case_000719,S0_all_valid_injection_attempts,near_miss_contact,R2,R3,False,True,0.30532811364197626,0.6946718863580238,True,True
case_000720,S0_all_valid_injection_attempts,near_miss_contact,R2,R3,False,True,0.24653784341457655,0.7534621565854235,True,True
case_000721,S0_all_valid_injection_attempts,supported_single_rgroup,R3,R3,True,True,0.9990093570909221,0.9990093570909221,True,True
case_000722,S0_all_valid_injection_attempts,supported_single_rgroup,R3,R3,True,True,0.9974215835307055,0.9974215835307055,True,True
case_000723,S0_all_valid_injection_attempts,supported_single_rgroup,R3,R3,True,True,0.9993667991673673,0.9993667991673673,True,True
case_000724,S0_all_valid_injection_attempts,supported_single_rgroup,R3,R3,True,True,0.9980096164190031,0.9980096164190031,True,True
case_000725,S0_all_valid_injection_attempts,supported_single_rgroup,R3,R3,True,True,0.9986925661739012,0.9986925661739012,True,True
case_000726,S0_all_valid_injection_attempts,near_miss_contact,R3,R3,True,True,0.9905997458215166,0.9905997458215166,True,True
case_000732,S0_all_valid_injection_attempts,supported_single_rgroup,R3,R3,True,True,0.9991873123847572,0.9991873123847572,True,True
case_000733,S0_all_valid_injection_attempts,supported_single_rgroup,R3,R3,True,True,0.99904511832661,0.99904511832661,True,True
case_000735,S0_all_valid_injection_attempts,supported_single_rgroup,R3,R3,True,True,0.9984519105597399,0.9984519105597399,True,True
case_000738,S0_all_valid_injection_attempts,supported_single_rgroup,R3,R3,True,True,0.9976131212886152,0.9976131212886152,True,True
case_000739,S0_all_valid_injection_attempts,near_miss_contact,R1,,False,False,0.0,0.0,True,True
case_000740,S0_all_valid_injection_attempts,near_miss_contact,R1,,False,False,0.0,0.0,True,True
case_000741,S0_all_valid_injection_attempts,near_miss_contact,R1,,False,False,0.0,0.0,True,True
case_000742,S0_all_valid_injection_attempts,near_miss_contact,R1,R1,True,True,1.0,1.0,True,True
case_000743,S0_all_valid_injection_attempts,near_miss_contact,R1,,False,False,0.0,0.0,True,True
case_000744,S0_all_valid_injection_attempts,near_miss_contact,R1,,False,False,0.0,0.0,True,True
case_000751,S0_all_valid_injection_attempts,near_miss_contact,R1,,False,False,0.0,0.0,True,True
case_000752,S0_all_valid_injection_attempts,near_miss_contact,R1,,False,False,0.0,0.0,True,True
case_000753,S0_all_valid_injection_attempts,near_miss_contact,R1,,False,False,0.0,0.0,True,True
case_000754,S0_all_valid_injection_attempts,near_miss_contact,R1,,False,False,0.0,0.0,True,True
case_000757,S0_all_valid_injection_attempts,near_miss_contact,R2,R2,True,True,1.0,1.0,True,True
case_000758,S0_all_valid_injection_attempts,near_miss_contact,R2,,False,False,0.0,0.0,True,True
case_000759,S0_all_valid_injection_attempts,near_miss_contact,R2,R2,True,True,1.0,1.0,True,True
case_000760,S0_all_valid_injection_attempts,near_miss_contact,R2,,False,False,0.0,0.0,True,True
case_000761,S0_all_valid_injection_attempts,near_miss_contact,R2,R2,True,True,1.0,1.0,True,True
case_000762,S0_all_valid_injection_attempts,near_miss_contact,R2,,False,False,0.0,0.0,True,True
case_000770,S0_all_valid_injection_attempts,near_miss_contact,R2,R2,True,True,1.0,1.0,True,True
case_000771,S0_all_valid_injection_attempts,near_miss_contact,R2,,False,False,0.0,0.0,True,True
case_000772,S0_all_valid_injection_attempts,near_miss_contact,R2,,False,False,0.0,0.0,True,True
case_000773,S0_all_valid_injection_attempts,near_miss_contact,R2,,False,False,0.0,0.0,True,True
case_000774,S0_all_valid_injection_attempts,near_miss_contact,R2,,False,False,0.0,0.0,True,True
case_000775,S0_all_valid_injection_attempts,near_miss_contact,R3,R3,True,True,1.0,1.0,True,True
case_000776,S0_all_valid_injection_attempts,near_miss_contact,R3,,False,False,0.0,0.0,True,True
case_000777,S0_all_valid_injection_attempts,near_miss_contact,R3,,False,False,0.0,0.0,True,True
case_000778,S0_all_valid_injection_attempts,near_miss_contact,R3,,False,False,0.0,0.0,True,True
case_000779,S0_all_valid_injection_attempts,near_miss_contact,R3,R3,True,True,1.0,1.0,True,True
case_000780,S0_all_valid_injection_attempts,near_miss_contact,R3,,False,False,0.0,0.0,True,True
case_000787,S0_all_valid_injection_attempts,near_miss_contact,R3,R3,True,True,1.0,1.0,True,True
case_000788,S0_all_valid_injection_attempts,near_miss_contact,R3,R3,True,True,1.0,1.0,True,True
case_000791,S0_all_valid_injection_attempts,near_miss_contact,R3,,False,False,0.0,0.0,True,True
case_000792,S0_all_valid_injection_attempts,near_miss_contact,R3,,False,False,0.0,0.0,True,True
case_000795,S0_all_valid_injection_attempts,supported_single_rgroup,R1,R1,True,True,1.0,1.0,True,True
case_000798,S0_all_valid_injection_attempts,near_miss_contact,R1,,False,False,0.0,0.0,True,True
case_000799,S0_all_valid_injection_attempts,near_miss_contact,R1,,False,False,0.0,0.0,True,True
case_000800,S0_all_valid_injection_attempts,near_miss_contact,R1,,False,False,0.0,0.0,True,True
case_000801,S0_all_valid_injection_attempts,near_miss_contact,R1,,False,False,0.0,0.0,True,True
case_000802,S0_all_valid_injection_attempts,near_miss_contact,R1,,False,False,0.0,0.0,True,True
case_000806,S0_all_valid_injection_attempts,supported_single_rgroup,R1,R1,True,True,1.0,1.0,True,True
case_000809,S0_all_valid_injection_attempts,near_miss_contact,R1,R1,True,True,1.0,1.0,True,True
case_000816,S0_all_valid_injection_attempts,near_miss_contact,R2,R2,True,True,1.0,1.0,True,True
case_000817,S0_all_valid_injection_attempts,near_miss_contact,R2,,False,False,0.0,0.0,True,True
case_000818,S0_all_valid_injection_attempts,supported_single_rgroup,R2,R2,True,True,1.0,1.0,True,True
case_000819,S0_all_valid_injection_attempts,near_miss_contact,R2,,False,False,0.0,0.0,True,True
case_000820,S0_all_valid_injection_attempts,supported_single_rgroup,R2,R2,True,True,1.0,1.0,True,True
case_000822,S0_all_valid_injection_attempts,supported_single_rgroup,R2,R2,True,True,1.0,1.0,True,True
case_000823,S0_all_valid_injection_attempts,near_miss_contact,R2,R2,True,True,1.0,1.0,True,True
case_000831,S0_all_valid_injection_attempts,near_miss_contact,R3,,False,False,0.0,0.0,True,True
case_000834,S0_all_valid_injection_attempts,supported_single_rgroup,R3,R3,True,True,1.0,1.0,True,True
case_000835,S0_all_valid_injection_attempts,near_miss_contact,R3,,False,False,0.0,0.0,True,True
case_000836,S0_all_valid_injection_attempts,supported_single_rgroup,R3,R3,True,True,1.0,1.0,True,True
case_000837,S0_all_valid_injection_attempts,near_miss_contact,R3,,False,False,0.0,0.0,True,True
case_000838,S0_all_valid_injection_attempts,supported_single_rgroup,R3,R3,True,True,1.0,1.0,True,True
case_000852,S0_all_valid_injection_attempts,supported_single_rgroup,R4,R4,True,True,1.0,1.0,True,True
case_000853,S0_all_valid_injection_attempts,near_miss_contact,R4,,False,False,0.0,0.0,True,True
case_000854,S0_all_valid_injection_attempts,supported_single_rgroup,R4,R4,True,True,1.0,1.0,True,True
case_000855,S0_all_valid_injection_attempts,near_miss_contact,R4,,False,False,0.0,0.0,True,True
case_000856,S0_all_valid_injection_attempts,supported_single_rgroup,R4,R4,True,True,1.0,1.0,True,True
case_000870,S0_all_valid_injection_attempts,near_miss_contact,R5,R5,True,True,1.0,1.0,True,True
case_000871,S0_all_valid_injection_attempts,near_miss_contact,R5,,False,False,0.0,0.0,True,True
case_000872,S0_all_valid_injection_attempts,near_miss_contact,R5,R5,True,True,1.0,1.0,True,True
case_000873,S0_all_valid_injection_attempts,near_miss_contact,R5,,False,False,0.0,0.0,True,True
case_000874,S0_all_valid_injection_attempts,near_miss_contact,R5,R5,True,True,1.0,1.0,True,True
case_000889,S0_all_valid_injection_attempts,near_miss_contact,R6,,False,False,0.0,0.0,True,True
case_000891,S0_all_valid_injection_attempts,near_miss_contact,R6,,False,False,0.0,0.0,True,True
case_000894,S0_all_valid_injection_attempts,near_miss_contact,R6,R6,True,True,1.0,1.0,True,True
case_000901,S0_all_valid_injection_attempts,near_miss_contact,R2,R2,True,True,1.0,1.0,True,True
case_000906,S0_all_valid_injection_attempts,supported_single_rgroup,R2,R2,True,True,1.0,1.0,True,True
case_000907,S0_all_valid_injection_attempts,near_miss_contact,R2,,False,False,0.0,0.0,True,True
case_000908,S0_all_valid_injection_attempts,supported_single_rgroup,R2,R2,True,True,1.0,1.0,True,True
case_000909,S0_all_valid_injection_attempts,near_miss_contact,R2,,False,False,0.0,0.0,True,True
case_000910,S0_all_valid_injection_attempts,supported_single_rgroup,R2,R2,True,True,1.0,1.0,True,True
case_000918,S0_all_valid_injection_attempts,near_miss_contact,R2,R2,True,True,1.0,1.0,True,True
case_000921,S0_all_valid_injection_attempts,global_pose_failure,R3,R3,True,True,1.0,1.0,True,True
case_000923,S0_all_valid_injection_attempts,supported_single_rgroup,R3,R3,True,True,1.0,1.0,True,True
case_000924,S0_all_valid_injection_attempts,near_miss_contact,R3,R3,True,True,1.0,1.0,True,True
case_000925,S0_all_valid_injection_attempts,near_miss_contact,R3,,False,False,0.0,0.0,True,True
case_000926,S0_all_valid_injection_attempts,near_miss_contact,R3,R3,True,True,1.0,1.0,True,True
case_000927,S0_all_valid_injection_attempts,near_miss_contact,R3,,False,False,0.0,0.0,True,True
case_000928,S0_all_valid_injection_attempts,near_miss_contact,R3,R3,True,True,1.0,1.0,True,True
case_000936,S0_all_valid_injection_attempts,supported_single_rgroup,R3,R3,True,True,1.0,1.0,True,True
case_000942,S0_all_valid_injection_attempts,supported_single_rgroup,R4,R4,True,True,1.0,1.0,True,True
case_000943,S0_all_valid_injection_attempts,near_miss_contact,R4,,False,False,0.0,0.0,True,True
case_000944,S0_all_valid_injection_attempts,supported_single_rgroup,R4,R4,True,True,1.0,1.0,True,True
case_000945,S0_all_valid_injection_attempts,near_miss_contact,R4,,False,False,0.0,0.0,True,True
case_000946,S0_all_valid_injection_attempts,supported_single_rgroup,R4,R4,True,True,1.0,1.0,True,True
case_000948,S0_all_valid_injection_attempts,supported_single_rgroup,R4,R4,True,True,1.0,1.0,True,True
case_000949,S0_all_valid_injection_attempts,near_miss_contact,R4,R4,True,True,1.0,1.0,True,True
case_000957,S0_all_valid_injection_attempts,global_pose_failure,R5,R5,True,True,1.0,1.0,True,True
case_000961,S0_all_valid_injection_attempts,near_miss_contact,R5,,False,False,0.0,0.0,True,True
case_000963,S0_all_valid_injection_attempts,near_miss_contact,R5,,False,False,0.0,0.0,True,True
case_000975,S0_all_valid_injection_attempts,near_miss_contact,R6,R6,True,True,1.0,1.0,True,True
case_000979,S0_all_valid_injection_attempts,near_miss_contact,R6,,False,False,0.0,0.0,True,True
case_000980,S0_all_valid_injection_attempts,supported_single_rgroup,R6,R6,True,True,1.0,1.0,True,True
case_000981,S0_all_valid_injection_attempts,near_miss_contact,R6,,False,False,0.0,0.0,True,True
case_000982,S0_all_valid_injection_attempts,supported_single_rgroup,R6,R6,True,True,1.0,1.0,True,True
case_000993,S0_all_valid_injection_attempts,near_miss_contact,R1,,False,False,0.0,0.0,True,True
case_000996,S0_all_valid_injection_attempts,supported_single_rgroup,R1,R1,True,True,1.0,1.0,True,True
case_000997,S0_all_valid_injection_attempts,near_miss_contact,R1,,False,False,0.0,0.0,True,True
case_000998,S0_all_valid_injection_attempts,supported_single_rgroup,R1,R1,True,True,1.0,1.0,True,True
case_000999,S0_all_valid_injection_attempts,near_miss_contact,R1,,False,False,0.0,0.0,True,True
case_001000,S0_all_valid_injection_attempts,supported_single_rgroup,R1,R1,True,True,1.0,1.0,True,True
case_001001,S0_all_valid_injection_attempts,supported_single_rgroup,R1,R1,True,True,1.0,1.0,True,True
case_001006,S0_all_valid_injection_attempts,near_miss_contact,R1,,False,False,0.0,0.0,True,True
case_001009,S0_all_valid_injection_attempts,supported_single_rgroup,R2,R2,True,True,1.0,1.0,True,True
case_001014,S0_all_valid_injection_attempts,near_miss_contact,R2,R2,True,True,1.0,1.0,True,True
case_001015,S0_all_valid_injection_attempts,near_miss_contact,R2,,False,False,0.0,0.0,True,True
case_001016,S0_all_valid_injection_attempts,near_miss_contact,R2,,False,False,0.0,0.0,True,True
case_001017,S0_all_valid_injection_attempts,near_miss_contact,R2,,False,False,0.0,0.0,True,True
case_001018,S0_all_valid_injection_attempts,near_miss_contact,R2,,False,False,0.0,0.0,True,True
case_001029,S0_all_valid_injection_attempts,global_pose_failure,R3,R3,True,True,1.0,1.0,True,True
case_001033,S0_all_valid_injection_attempts,near_miss_contact,R3,,False,False,0.0,0.0,True,True
case_001035,S0_all_valid_injection_attempts,near_miss_contact,R3,,False,False,0.0,0.0,True,True
case_001041,S0_all_valid_injection_attempts,global_pose_failure,R3,R3,True,True,1.0,1.0,True,True
case_001047,S0_all_valid_injection_attempts,near_miss_contact,R4,,False,False,0.0,0.0,True,True
case_001050,S0_all_valid_injection_attempts,supported_single_rgroup,R4,R4,True,True,1.0,1.0,True,True
case_001051,S0_all_valid_injection_attempts,near_miss_contact,R4,,False,False,0.0,0.0,True,True
case_001052,S0_all_valid_injection_attempts,supported_single_rgroup,R4,R4,True,True,1.0,1.0,True,True
case_001053,S0_all_valid_injection_attempts,near_miss_contact,R4,,False,False,0.0,0.0,True,True
case_001054,S0_all_valid_injection_attempts,supported_single_rgroup,R4,R4,True,True,1.0,1.0,True,True
case_001055,S0_all_valid_injection_attempts,supported_single_rgroup,R4,R4,True,True,1.0,1.0,True,True
case_001068,S0_all_valid_injection_attempts,near_miss_contact,R5,R5,True,True,1.0,1.0,True,True
case_001069,S0_all_valid_injection_attempts,near_miss_contact,R5,,False,False,0.0,0.0,True,True
case_001070,S0_all_valid_injection_attempts,near_miss_contact,R5,R5,True,True,1.0,1.0,True,True
case_001071,S0_all_valid_injection_attempts,near_miss_contact,R5,,False,False,0.0,0.0,True,True
case_001072,S0_all_valid_injection_attempts,near_miss_contact,R5,R5,True,True,1.0,1.0,True,True
case_001087,S0_all_valid_injection_attempts,near_miss_contact,R6,,False,False,0.0,0.0,True,True
case_001089,S0_all_valid_injection_attempts,near_miss_contact,R6,,False,False,0.0,0.0,True,True
case_001099,S0_all_valid_injection_attempts,near_miss_contact,R2,R2,True,True,1.0,1.0,True,True
case_001104,S0_all_valid_injection_attempts,near_miss_contact,R2,R2,True,True,1.0,1.0,True,True
case_001105,S0_all_valid_injection_attempts,near_miss_contact,R2,,False,False,0.0,0.0,True,True
case_001106,S0_all_valid_injection_attempts,near_miss_contact,R2,R2,True,True,1.0,1.0,True,True
case_001107,S0_all_valid_injection_attempts,near_miss_contact,R2,,False,False,0.0,0.0,True,True
case_001108,S0_all_valid_injection_attempts,near_miss_contact,R2,R2,True,True,1.0,1.0,True,True
case_001121,S0_all_valid_injection_attempts,near_miss_contact,R3,,False,False,0.0,0.0,True,True
case_001122,S0_all_valid_injection_attempts,near_miss_contact,R3,R3,True,True,1.0,1.0,True,True
case_001123,S0_all_valid_injection_attempts,near_miss_contact,R3,,False,False,0.0,0.0,True,True
case_001124,S0_all_valid_injection_attempts,near_miss_contact,R3,R3,True,True,1.0,1.0,True,True
case_001125,S0_all_valid_injection_attempts,near_miss_contact,R3,,False,False,0.0,0.0,True,True
case_001126,S0_all_valid_injection_attempts,near_miss_contact,R3,R3,True,True,1.0,1.0,True,True
case_001134,S0_all_valid_injection_attempts,near_miss_contact,R3,R3,True,True,1.0,1.0,True,True
case_001140,S0_all_valid_injection_attempts,supported_single_rgroup,R4,R4,True,True,1.0,1.0,True,True
case_001141,S0_all_valid_injection_attempts,near_miss_contact,R4,,False,False,0.0,0.0,True,True
case_001142,S0_all_valid_injection_attempts,supported_single_rgroup,R4,R4,True,True,1.0,1.0,True,True
case_001143,S0_all_valid_injection_attempts,near_miss_contact,R4,,False,False,0.0,0.0,True,True
case_001144,S0_all_valid_injection_attempts,supported_single_rgroup,R4,R4,True,True,1.0,1.0,True,True
case_001159,S0_all_valid_injection_attempts,near_miss_contact,R5,,False,False,0.0,0.0,True,True
case_001161,S0_all_valid_injection_attempts,near_miss_contact,R5,,False,False,0.0,0.0,True,True
case_001176,S0_all_valid_injection_attempts,supported_single_rgroup,R6,R6,True,True,1.0,1.0,True,True
case_001177,S0_all_valid_injection_attempts,near_miss_contact,R6,,False,False,0.0,0.0,True,True
